videoId,commentId,commentAuthor,authorChannelId,commentText,commentLikeCount,commentPublishedAt,commentUpdatedAt,commentReplyCount,language,textClean,evaluation
GIy0D3ZKkj0,Ugw_fTWoQTHqR87Jkix4AaABAg,@Victoria.Zielinsk_Couto,UCYMtPf9MTX3WZo26hqQMS4A,"""Era pra ser, era pra ser eu""",2.0,2025-08-18 10:39:44+00:00,2025-08-18T10:39:44Z,1.0,pt,"""Era pra ser, era pra ser eu""",
sDZM5aWDakI,UgxGR_ZbD4_hRehjQ7N4AaABAg,@Eduardo-zn4iy,UCRiQH0QTlpSDCZbgAnjesbg,"""Quer por as crianças pra se mata""?",0.0,2025-08-13 19:14:22+00:00,2025-08-13T19:14:22Z,0.0,pt,"""Quer por as crianças pra se mata""?",
vG4UDIt32no,Ugzz5CWsTRQxIJAmH1p4AaABAg,@neuronauta_,UCJHho2zVEkPioZgzww6t1iQ,reportagem bem lixo,0.0,2025-08-13 02:34:59+00:00,2025-08-13T02:34:59Z,0.0,pt,reportagem bem lixo,
eHA00A3FHNI,UgyHwK-YYCpxXNjnuwF4AaABAg,@jadhybeatriz532,UC5XJbkmEofI0dhNq5sL4vLA,Faz do stray kids ou bts ou moobin❤❤❤❤🎉🎉🎉😊😊,1.0,2025-08-18 19:13:24+00:00,2025-08-18T19:13:24Z,0.0,pt,Faz do stray kids ou bts ou moobin❤❤❤❤🎉🎉🎉😊😊,
y0l_lNLZnCI,UgyeeXjTcrkZ2tLV_px4AaABAg,@correasilva1789,UCj8ABicmtzdKl4mFRnDQ8Sg,Pensamento de alguns pobres:a vida é só trabalho e comer.,1.0,2025-08-23 20:55:26+00:00,2025-08-23T20:55:26Z,0.0,pt,Pensamento de alguns pobres:a vida é só trabalho e comer.,
y0l_lNLZnCI,UgzhoZhXMKs8HJAsoph4AaABAg,@TraderReverso,UCNru4znwheS9lUY9Yzt0bCw,"Felca é de outro mundo só pode, viajante do tempo",11.0,2025-08-25 14:59:59+00:00,2025-08-25T14:59:59Z,0.0,pt,"Felca é de outro mundo só pode, viajante do tempo",
me7oFyMCivY,UgzqGd1KcKfvMcDe-uV4AaABAg,@swiler,UCqfPIzC9tbGTupH0KJ_IGAw,"Enquanto isso, + de 40k de homicidios por ano.",2.0,2025-08-27 15:19:23+00:00,2025-08-27T15:19:23Z,0.0,pt,"Enquanto isso, + de 40k de homicidios por ano.",
knVdtH1f1_Q,Ugyn9kr4DOUyZoTdv5p4AaABAg,@bufosregulariss,UClkxdYE_jaR57FKSV8xbVZw,"Mandou um ""troll face"" do nada kkkkkkkkkkk",3.0,2025-08-20 16:34:13+00:00,2025-08-20T16:34:13Z,0.0,pt,"Mandou um ""troll face"" do nada kkkkkkkkkkk",
mrLEcISVIhU,UgyipiFuI9WXuvN9Hyl4AaABAg,@ozzy6184,UCXJepWnbwBjPAQzhO1VQNBQ,"Processou 200 pessoas... so pq falaram q ele estava seguindo um perfil de uma menina de 14 anos que vendia conteúdos adulto... e se nao me falha a memoria, ele estava msm seguindo, pq depois ele disse q era pra um video. Mas a questão é, como essas pessoas iam saber q era pra um suposto video pro futuro? Sei nao hein... prevejo o novo Felipe neto... so pra deixar claro que nao estou acusando o felca de nada, pois nao tenho prova de nada e nem quero me meter nessa, vai que ele me processa tbm",0.0,2025-08-10 22:51:35+00:00,2025-08-10T22:51:35Z,1.0,pt,"Processou 200 pessoas... so pq falaram q ele estava seguindo um perfil de uma menina de 14 anos que vendia conteúdos adulto... e se nao me falha a memoria, ele estava msm seguindo, pq depois ele disse q era pra um video. Mas a questão é, como essas pessoas iam saber q era pra um suposto video pro futuro? Sei nao hein... prevejo o novo Felipe neto... so pra deixar claro que nao estou acusando o felca de nada, pois nao tenho prova de nada e nem quero me meter nessa, vai que ele me processa tbm",
GIy0D3ZKkj0,UgxUVs-MkjG1EYrR2Mt4AaABAg,@mah.silva__0,UCiJxZ-84Jv70KdA_f5XfWMg,"Oi Maga! Claro, vou fazer um resumão das páginas que você me enviou e o que pode cair em uma prova sobre esse assunto: 

*Resumo Geral:*

*   *Balanceamento de Equações Químicas:*
    *   Ajustar os coeficientes estequiométricos para que o número de átomos de cada elemento seja igual nos reagentes e produtos.
    *   Índices indicam a quantidade de átomos de cada elemento em uma molécula, enquanto os coeficientes indicam o número de moléculas.
    *   Exemplo: 2H₂(g) + O₂(g) → 2H₂O(l)
*   *Leis das Reações Químicas:*
    *   Lei da Conservação da Massa: Em sistemas fechados, a massa total dos reagentes é igual à massa total dos produtos. ""Na natureza nada se perde, nada se cria, tudo se transforma"".
    *   Lei das Proporções Constantes: Uma determinada substância é sempre formada pelos mesmos elementos combinados na mesma proporção em massa.
*   *Experimentos:*
    *   Reação entre nitrato de prata (AgNO₃) e cloreto de sódio (NaCl) para demonstrar a conservação da massa.
    *   Reação entre sódio (Na) e gás cloro (Cl₂) para formar cloreto de sódio (NaCl) como exemplo de balanceamento.

*O que pode cair na prova:*

1.  *Conceitos Fundamentais:*
    *   Definição e importância do balanceamento de equações químicas.
    *   Compreensão da Lei da Conservação da Massa e sua aplicação em reações químicas.
    *   Identificação de coeficientes e índices em equações químicas.
2.  *Cálculos Estequiométricos:*
    *   Cálculo da quantidade de substâncias que participam de uma reação química.
    *   Determinação da massa dos reagentes e produtos em uma reação.
3.  *Exemplos Práticos:*
    *   Balancear equações químicas simples.
    *   Interpretar e aplicar a Lei da Conservação da Massa em experimentos.
4.  *Reações Exotérmicas e Endotérmicas:*
    *   Diferenciar reações que liberam calor (exotérmicas) das que absorvem calor (endotérmicas).
5.  *Interpretação de Gráficos e Tabelas:*
    *   Analisar dados experimentais para verificar a Lei da Conservação da Massa.

Espero que isso ajude você a se preparar para a prova! 😉 Boa sorte!",0.0,2025-08-12 00:54:09+00:00,2025-08-12T00:54:09Z,0.0,pt,"Oi Maga! Claro, vou fazer um resumão das páginas que você me enviou e o que pode cair em uma prova sobre esse assunto: *Resumo Geral:* * *Balanceamento de Equações Químicas:* * Ajustar os coeficientes estequiométricos para que o número de átomos de cada elemento seja igual nos reagentes e produtos. * Índices indicam a quantidade de átomos de cada elemento em uma molécula, enquanto os coeficientes indicam o número de moléculas. * Exemplo: 2H₂(g) + O₂(g) → 2H₂O(l) * *Leis das Reações Químicas:* * Lei da Conservação da Massa: Em sistemas fechados, a massa total dos reagentes é igual à massa total dos produtos. ""Na natureza nada se perde, nada se cria, tudo se transforma"". * Lei das Proporções Constantes: Uma determinada substância é sempre formada pelos mesmos elementos combinados na mesma proporção em massa. * *Experimentos:* * Reação entre nitrato de prata (AgNO₃) e cloreto de sódio (NaCl) para demonstrar a conservação da massa. * Reação entre sódio (Na) e gás cloro (Cl₂) para formar cloreto de sódio (NaCl) como exemplo de balanceamento. *O que pode cair na prova:* 1. *Conceitos Fundamentais:* * Definição e importância do balanceamento de equações químicas. * Compreensão da Lei da Conservação da Massa e sua aplicação em reações químicas. * Identificação de coeficientes e índices em equações químicas. 2. *Cálculos Estequiométricos:* * Cálculo da quantidade de substâncias que participam de uma reação química. * Determinação da massa dos reagentes e produtos em uma reação. 3. *Exemplos Práticos:* * Balancear equações químicas simples. * Interpretar e aplicar a Lei da Conservação da Massa em experimentos. 4. *Reações Exotérmicas e Endotérmicas:* * Diferenciar reações que liberam calor (exotérmicas) das que absorvem calor (endotérmicas). 5. *Interpretação de Gráficos e Tabelas:* * Analisar dados experimentais para verificar a Lei da Conservação da Massa. Espero que isso ajude você a se preparar para a prova! 😉 Boa sorte!",
c20Crqi2tcI,UgwHN0oSD24wFmDw1p14AaABAg,@soaresmaike,UCsnaHCu-NsQaPCHcfLiK4Dg,"Essa criançada ai só está falando o óbvio, todo mundo sabe que é só ir lá e fazer, todo mundo cansou de ouvir isso de vários gurus da internet, parentes, coachs kk
É sério que tem gente seguindo esse tipo de conteúdo e achando bom ainda? 
Viramos o The Office.!
Edit: Como sempre o Super Xandão, super necessário e cirúrgico em tudo o que fala!",0.0,2025-08-08 17:39:25+00:00,2025-08-08T17:41:21Z,0.0,pt,"Essa criançada ai só está falando o óbvio, todo mundo sabe que é só ir lá e fazer, todo mundo cansou de ouvir isso de vários gurus da internet, parentes, coachs kk É sério que tem gente seguindo esse tipo de conteúdo e achando bom ainda? Viramos o The Office.! Edit: Como sempre o Super Xandão, super necessário e cirúrgico em tudo o que fala!",
rKesx1EGlxQ,UgyABD92-utYJel-gUl4AaABAg,@OzzyOz23,UCcXiqB6pBMHskCxW1GtiXXw,"O ambiente político no Brasil exige que você seja um sociopata, por isso não confio em nenhum político",0.0,2025-08-14 16:04:24+00:00,2025-08-14T16:04:24Z,0.0,pt,"O ambiente político no Brasil exige que você seja um sociopata, por isso não confio em nenhum político",
CbAojmwoXwA,UgwMCy-cu6xUyg0MPJh4AaABAg,@lukkasz7,UCZyunUhfP7XUihbHtSDrkCA,"vamos orar sim hytalo por voce, nao se preocupe....
""senhor Deus, mantenha o hytalo santos preso pelo maximo de tempo possivel, o mundo nao merece ele, ele é bom demais pra estar solto, proteja ele do mundo o mantendo preso pra sempre, amem""",9.0,2025-08-17 06:34:31+00:00,2025-08-17T06:34:31Z,2.0,pt,"vamos orar sim hytalo por voce, nao se preocupe.... ""senhor Deus, mantenha o hytalo santos preso pelo maximo de tempo possivel, o mundo nao merece ele, ele é bom demais pra estar solto, proteja ele do mundo o mantendo preso pra sempre, amem""",
CFhyZj_U97Q,UgzSn4HpOIuXuz9yA7p4AaABAg,@DoutrinadorDestrói,UCCZgyBnV3_UbgmB53Azy6sA,Parece o Gargamel essa poha,12.0,2025-08-15 02:28:59+00:00,2025-08-15T02:28:59Z,1.0,pt,Parece o Gargamel essa poha,
RyOYMsyQ_-s,Ugzi_R-nfKvIlnH9qyx4AaABAg,@Erozinocara,UCu7EeihkN-5XxxgNIdP99eA,Ohh meu deus...por quanto tempo eu dormi....,1.0,2025-08-23 21:56:34+00:00,2025-08-23T21:56:34Z,2.0,pt,Ohh meu deus...por quanto tempo eu dormi....,
y0l_lNLZnCI,UgxxntgZEMLYjBo8yA14AaABAg,@isa908,UCYghLOwWjDk-uK0NX54Oeeg,Da mesma forma que cem anos atrás nenhum de nós estava aqui. Era uma outra geração…. 1925.,0.0,2025-08-22 23:49:48+00:00,2025-08-22T23:49:48Z,0.0,pt,Da mesma forma que cem anos atrás nenhum de nós estava aqui. Era uma outra geração…. 1925.,
5rYHDlu--Vk,UgwX1-r_H0WM8CUPDTh4AaABAg,@Caiquecsf,UCrK4eXUK0tbCUuVr8ALexcA,"O Felca é um vendido da Mynd8, está servindo aos interesses dos políticos comunistas. Por que você acha que estão querendo passar esse projeto de censura com urgência? Oportunismo. Já existe leis que defende crianças e adolescentes, já existe o ECA. É só fazer cumprir a lei. O que eles estão interessandos, e o PNC do Felca se inclui nisso, é censurar redes sociais. Sem falar que o Felca é um dos heróis mais improváveis (em defesa de menores de idade) uma vez que ele tem um histórico bem controverso quando estamos falando sobre esse assunto. Ele e o Felipe Neto, são personalidades bem suspeitas nesse sentido. Não caiam na narrativa deles.",0.0,2025-08-21 00:42:11+00:00,2025-08-21T00:42:11Z,0.0,pt,"O Felca é um vendido da Mynd8, está servindo aos interesses dos políticos comunistas. Por que você acha que estão querendo passar esse projeto de censura com urgência? Oportunismo. Já existe leis que defende crianças e adolescentes, já existe o ECA. É só fazer cumprir a lei. O que eles estão interessandos, e o PNC do Felca se inclui nisso, é censurar redes sociais. Sem falar que o Felca é um dos heróis mais improváveis (em defesa de menores de idade) uma vez que ele tem um histórico bem controverso quando estamos falando sobre esse assunto. Ele e o Felipe Neto, são personalidades bem suspeitas nesse sentido. Não caiam na narrativa deles.",
AXWwp1BCXfo,UgykG10jbNsSkqYe_Ht4AaABAg,@barbaramonnerat4766,UCHMssvuTMJqlOJ9vy-gVVOA,Ele ainda é....tem é que aprendee a llidar com isso.,0.0,2025-08-21 21:14:59+00:00,2025-08-21T21:14:59Z,0.0,pt,Ele ainda é....tem é que aprendee a llidar com isso.,
PiiFLYbJaKY,Ugz-EMCGJgTeUjevwox4AaABAg,@AndersonSilva-h1u3e,UCVUp1Hp9_8mUpULX3sIjLYQ,O descanso agora por muito tempo na cela😂,0.0,2025-08-18 12:17:33+00:00,2025-08-18T12:17:33Z,0.0,pt,O descanso agora por muito tempo na cela😂,
Cg7Jq6mQTXk,Ugz_XXUIkCCtIVblXRt4AaABAg,@marcilionascimento9502,UCmfZoAN_qVzir28QGI5dDFA,Esse é o cara é muito chato eu não aguento mais ele ele já fez o negócio fica preso o Ítalo Santos foi preso por causa dele e agora você e ainda o pastel perdeu o vídeo que eu mais assisto😂,2.0,2025-08-25 02:23:54+00:00,2025-08-25T02:23:54Z,5.0,pt,Esse é o cara é muito chato eu não aguento mais ele ele já fez o negócio fica preso o Ítalo Santos foi preso por causa dele e agora você e ainda o pastel perdeu o vídeo que eu mais assisto😂,
coAxoLWvfFU,UgzRZeaAR9eGpOCDmsh4AaABAg,@tiagosilva8275,UCLPKeNGslYwblYg1FB1iMog,"Foda do cantadas, é que até os cara que tem uma skin regular consegue se humilhar e tem as guria que ta que pariu só sobe pra ganha seguidor kkkkkkkkkkkkkkkkk",0.0,2025-08-13 11:45:13+00:00,2025-08-13T11:57:02Z,0.0,pt,"Foda do cantadas, é que até os cara que tem uma skin regular consegue se humilhar e tem as guria que ta que pariu só sobe pra ganha seguidor kkkkkkkkkkkkkkkkk",
lB55QLK_fI4,UgynPUj3pWOy4b2LHqd4AaABAg,@taisfarias,UCCWmr9oBvVMzypwHdVIoeUA,"eu achava que Camila era maior de idade, achava que era uma adulta se fazendo de menina.
fiquei muito surpresa com tudo porque eu não acompanhava, mas já tinha visto ela fazendo birra e achei feio, porém hoje eu vi, ela é uma menina!
Que Pena e dó!!😢
Deus guarde e livre o Felca e todas as crianças!!",1.0,2025-08-09 02:57:23+00:00,2025-08-09T02:57:23Z,0.0,pt,"eu achava que Camila era maior de idade, achava que era uma adulta se fazendo de menina. fiquei muito surpresa com tudo porque eu não acompanhava, mas já tinha visto ela fazendo birra e achei feio, porém hoje eu vi, ela é uma menina! Que Pena e dó!!😢 Deus guarde e livre o Felca e todas as crianças!!",
AXWwp1BCXfo,UgwX9nA_qaIPl7wK-Sp4AaABAg,@renatapimenta3367,UCGFfPoIYy-1QBhQv22l2eFg,Nossa! Tô precisando! 😂😂.,0.0,2025-08-23 23:07:09+00:00,2025-08-23T23:07:09Z,0.0,pt,Nossa! Tô precisando! 😂😂.,
rrcwIePVs40,UgwZW5aHXeDBENAXyqp4AaABAg,@JeannWillian1977,UCPrArrh8wKODDaUs_G1Jt4Q,"Respeito total , mais corajoso que muita gente por ai . Vamos abrir os olhos e cuidar das nossas crianças !!!!!!",0.0,2025-08-20 02:35:46+00:00,2025-08-20T02:35:46Z,0.0,pt,"Respeito total , mais corajoso que muita gente por ai . Vamos abrir os olhos e cuidar das nossas crianças !!!!!!",
gXPZKnS-SF4,Ugxqj13Bvxui7IWZovt4AaABAg,@cado_br,UCjkoz02BWy0EU_S6kYdwAkA,Vídeo muito necessário irmão Caio! Esses pregadores mirins são exatamente isso: um produto fruto da idolatria a Mamom!,1.0,2025-08-10 23:31:38+00:00,2025-08-10T23:31:47Z,0.0,pt,Vídeo muito necessário irmão Caio! Esses pregadores mirins são exatamente isso: um produto fruto da idolatria a Mamom!,
FrnbqkfDgP8,UgwEcpG6TEe2MklRi2F4AaABAg,@aldosantelo8814,UCCm3lLaWlFtMy22NNhNCn_w,Tá até malhadinho demais para fazer a dança quase infantil kk😂😂😂,1.0,2025-08-17 10:42:59+00:00,2025-08-17T10:42:59Z,0.0,pt,Tá até malhadinho demais para fazer a dança quase infantil kk😂😂😂,
P5gT0alRR5o,UgwoH36iMHKSXAviOeB4AaABAg,@celainelimadesouza6222,UCb0vlOHtq74AAxe5G91elIw,Ou seja..mais uma plataforma digital...no caso o telegram...que ajudava os pedófilos a cometer crime,14.0,2025-08-26 17:54:28+00:00,2025-08-26T17:54:28Z,3.0,pt,Ou seja..mais uma plataforma digital...no caso o telegram...que ajudava os pedófilos a cometer crime,
csE4g-fDgxM,UgxBESohcnUC4MHnFGB4AaABAg,@bielfelix4423,UCWEGpZP6k_bz032AG_TIokA,So eu q to morando em uma caverna? Alguém explica q lei é essa?,1.0,2025-08-27 20:44:33+00:00,2025-08-27T20:44:33Z,0.0,pt,So eu q to morando em uma caverna? Alguém explica q lei é essa?,
y0l_lNLZnCI,UgzjAUN8BrI89jxN3jh4AaABAg,@mariaineszanholo4961,UCcmDn8XhWkP3Q6Q0AwCVSbA,Amei seu conteúdo  e aprendo muito com você. GRATIDÃO .❤🎉,3.0,2025-08-21 02:02:54+00:00,2025-08-21T02:02:54Z,0.0,pt,Amei seu conteúdo e aprendo muito com você. GRATIDÃO .❤🎉,
y_A2pB7zfkM,UgzU_2D9GyrZlY3vLbd4AaABAg,@jennier2g,UCDX2Jvr-zgvASBNBXWNVSpA,"é meus amigos, desconfiem de quem não concorda com aquele vídeo do felca",0.0,2025-08-26 04:51:39+00:00,2025-08-26T04:51:39Z,0.0,pt,"é meus amigos, desconfiem de quem não concorda com aquele vídeo do felca",
_eL_wYX9jKA,UgwO4RdmPXHnRfS5r_J4AaABAg,@luiscarlosbento7443,UCzs6IjpM-Fww-WNahIjeyiA,"BRASIL PARALELO, VOCÊ APOIA UM EX PRESIDENTE QUE JÁ FALOU "" PINTOU UM CLIMA"" NÃO TEM MORAL PARA ISSO!",0.0,2025-08-13 18:06:53+00:00,2025-08-13T18:06:53Z,0.0,pt,"BRASIL PARALELO, VOCÊ APOIA UM EX PRESIDENTE QUE JÁ FALOU "" PINTOU UM CLIMA"" NÃO TEM MORAL PARA ISSO!",
JiBH8m2TU0I,UgyH-EVbWobMr7rEyGF4AaABAg,@Andre-ir7nl,UC_ru-KZ4I8igtXlBv0t5ArQ,"Esse Ismael é um mlk doido demais, agora que estourou o felca, quer surfar em cima do hype dele",0.0,2025-08-16 17:17:42+00:00,2025-08-16T17:17:42Z,1.0,pt,"Esse Ismael é um mlk doido demais, agora que estourou o felca, quer surfar em cima do hype dele",
maYVAFdbBv4,Ugw1trdw4GurQvUZCCx4AaABAg,@harlockwhite3721,UCcgiVTLhR5fKVM3noxp2fgQ,45:37 tadinho do Richard kkkk só queria um pouco de atenção kkkkk,0.0,2025-08-10 02:30:41+00:00,2025-08-10T02:30:41Z,0.0,pt,45:37 tadinho do Richard kkkk só queria um pouco de atenção kkkkk,
Rba_B80_9V4,Ugxkr2DFKIZ1EgXtO054AaABAg,@Star777-t8i,UC0Qii2p0emDuXXS0JuimnWQ,"a Wanessa foi e sempre será muito forte, desde o que ela disse que passou (minuto 31), até o que ela nunca disse a ninguém.
Espero que a loba e todos os outros que já passaram por algo semelhante, ou igual, que tenham seus corações cheios de paz, que possam viver uma vida feliz e digna! Tudo de bom para vocês",77.0,2025-08-09 22:14:43+00:00,2025-08-09T22:14:43Z,0.0,pt,"a Wanessa foi e sempre será muito forte, desde o que ela disse que passou (minuto 31), até o que ela nunca disse a ninguém. Espero que a loba e todos os outros que já passaram por algo semelhante, ou igual, que tenham seus corações cheios de paz, que possam viver uma vida feliz e digna! Tudo de bom para vocês",
1V6_0a5FaYw,UgyzAt0SgvH5Q8T0R254AaABAg,@TetoTetoTetoTetoTetoTeto,UCUeuK1UOkzxsuZ5Z4egsxIQ,sikera tem canal no YouTube????,0.0,2025-08-13 12:24:06+00:00,2025-08-13T12:24:06Z,0.0,pt,sikera tem canal no YouTube????,
DFyBIK2lGvQ,UgwcT2gci8yE8eoQaBh4AaABAg,@FranciscoAlessandrochagasdaSil,UCJA2DeeNgXufUu1rXA1wrsg,"O assunto era inexistente para quem vive em outras bolhas , fica claro com as palavras do convidado",4.0,2025-08-12 13:07:07+00:00,2025-08-12T13:07:07Z,0.0,pt,"O assunto era inexistente para quem vive em outras bolhas , fica claro com as palavras do convidado",
GLygPVfAhts,UgwpxIuKprH3TXrIxXZ4AaABAg,@aloha3123,UC2fCBkEXjqvg8ZMTzyPjMHQ,Alguém avisa o amigo que o programa não é sobre ele....,0.0,2025-08-22 13:54:55+00:00,2025-08-22T13:54:55Z,0.0,pt,Alguém avisa o amigo que o programa não é sobre ele....,
ZvlB3YmPQco,UgzjznJg_5QuC_Owbk14AaABAg,@NairdefatimaSoares,UCSrSwWPvNs2YJjbr0yu2IJQ,Felca! Vc acordou o Basil pra esse problema tão grave no nosso país. Parabéns estamos com vc .🙌👏👏,0.0,2025-08-20 11:01:47+00:00,2025-08-20T11:01:47Z,0.0,pt,Felca! Vc acordou o Basil pra esse problema tão grave no nosso país. Parabéns estamos com vc .🙌👏👏,
nH84VfHnWYE,UgxwSKwK5FEYAKHRwLl4AaABAg,@eusouquemsou12,UCkLDT1Q7yMjZ5clGu-5bkzg,"Tem tantos outros que fazem a mesma coisa, será que vão buscar?????",0.0,2025-08-16 17:58:37+00:00,2025-08-16T17:58:37Z,0.0,pt,"Tem tantos outros que fazem a mesma coisa, será que vão buscar?????",
A_NTEBnpdEA,Ugx762F21sCdvfeXNTl4AaABAg,@elasiqueira9997,UCnSBsOkw6PfYr2sUp2i6edw,"Esse Hytalo aí é como a Flordelis. Usava crianças somente para ganhar dinheiro. Não existia carinho, cuidado e amor. Era apenas o financeiro que estava em jogo.",0.0,2025-08-20 13:00:18+00:00,2025-08-20T13:00:18Z,0.0,pt,"Esse Hytalo aí é como a Flordelis. Usava crianças somente para ganhar dinheiro. Não existia carinho, cuidado e amor. Era apenas o financeiro que estava em jogo.",
maYVAFdbBv4,UgzghAw_yomyu8mvasR4AaABAg,@Byrujah,UCgSnt0XefKKu4iADGiFyN4g,Como fazer 455 pila por dia 👔🍸,0.0,2025-08-09 22:14:07+00:00,2025-08-09T22:14:07Z,0.0,pt,Como fazer 455 pila por dia 👔🍸,
ZvlB3YmPQco,UgyGsKMndwfmAGpjrRt4AaABAg,@nathaliadamata19,UCrhSAWWYMDu80nEmScJITpg,O Brasil precisa de mais pessoas como Felca e Alexandre de Moraes,2.0,2025-08-12 02:03:13+00:00,2025-08-12T02:03:13Z,1.0,pt,O Brasil precisa de mais pessoas como Felca e Alexandre de Moraes,
_eL_wYX9jKA,UgyzN3kSL-oFUuA3l714AaABAg,@altairvalim4404,UC016v57ltBJfTW1s2i3c59g,"Quando a Senadora Damares denunciou ninguém investigou. Porque só agora os políticos estão preocupados? Claro, vão usar o vídeo pra regular as redes sociais.",0.0,2025-08-13 10:45:09+00:00,2025-08-13T10:45:09Z,0.0,pt,"Quando a Senadora Damares denunciou ninguém investigou. Porque só agora os políticos estão preocupados? Claro, vão usar o vídeo pra regular as redes sociais.",
coAxoLWvfFU,UgyEwo79VCoxLqhQuWJ4AaABAg,@nognog28,UCNJyUcZ6Nd6ZPvn2L45B64w,pqp esse goku entrou na fila da vergonha alheia umas 5 vezes,0.0,2025-08-13 02:30:06+00:00,2025-08-13T02:30:06Z,0.0,pt,pqp esse goku entrou na fila da vergonha alheia umas 5 vezes,
