n_neighbors,n_components,min_dist,n_clusters,embedding_model,coherence,diversity,silhouette
10,5,0.5,4,paraphrase-multilingual-mpnet-base-v2,0.44848488554692467,0.675,0.07483318448066711
10,5,0.5,4,neuralmind/bert-base-portuguese-cased,0.4748460268121032,0.7625,6.454958929680288e-05
10,5,0.5,5,paraphrase-multilingual-mpnet-base-v2,0.4828046926631405,0.66,0.08069716393947601
10,5,0.5,5,neuralmind/bert-base-portuguese-cased,0.46320608511405836,0.74,-0.00907953642308712
10,5,0.5,10,paraphrase-multilingual-mpnet-base-v2,0.49933811956327423,0.61,0.04017479345202446
10,5,0.5,10,neuralmind/bert-base-portuguese-cased,0.5353173280754088,0.67,-0.052881427109241486
10,5,0.5,20,paraphrase-multilingual-mpnet-base-v2,0.4910694294464612,0.63,0.019259002059698105
10,5,0.5,20,neuralmind/bert-base-portuguese-cased,0.5163280228692366,0.7125,-0.04544280841946602
10,5,0.5,30,paraphrase-multilingual-mpnet-base-v2,0.4835546785108982,0.6633333333333333,0.02035384811460972
10,5,0.5,30,neuralmind/bert-base-portuguese-cased,0.5165487798452191,0.7283333333333334,-0.058268897235393524
10,5,0.5,50,paraphrase-multilingual-mpnet-base-v2,0.46966241511438284,0.767,0.01069716364145279
10,5,0.5,50,neuralmind/bert-base-portuguese-cased,0.5169279770874691,0.784,-0.06558819115161896
10,10,0.0,2,paraphrase-multilingual-mpnet-base-v2,0.43834025892546924,0.875,0.13538715243339539
10,10,0.0,2,neuralmind/bert-base-portuguese-cased,0.44542227930289474,0.875,0.10712024569511414
10,10,0.0,3,paraphrase-multilingual-mpnet-base-v2,0.4292112781166549,0.7,0.06043405830860138
10,10,0.0,3,neuralmind/bert-base-portuguese-cased,0.4228273224680074,0.8166666666666667,0.05377497524023056
10,10,0.0,4,paraphrase-multilingual-mpnet-base-v2,0.4588809497156529,0.675,0.06631045788526535
10,10,0.0,4,neuralmind/bert-base-portuguese-cased,0.46155280135330057,0.775,-0.010461141355335712
10,10,0.0,5,paraphrase-multilingual-mpnet-base-v2,0.4944951771126422,0.72,0.05948345735669136
10,10,0.0,5,neuralmind/bert-base-portuguese-cased,0.48364520360103863,0.7,-0.03306586295366287
10,10,0.0,10,paraphrase-multilingual-mpnet-base-v2,0.48796788721455175,0.625,0.03678091615438461
10,10,0.0,10,neuralmind/bert-base-portuguese-cased,0.5177031329849345,0.72,-0.04532328248023987
10,10,0.0,20,paraphrase-multilingual-mpnet-base-v2,0.505066974439371,0.635,0.014575733803212643
10,10,0.0,20,neuralmind/bert-base-portuguese-cased,0.5208009677332084,0.6975,-0.07210497558116913
10,10,0.0,30,paraphrase-multilingual-mpnet-base-v2,0.0,0.74,0.015466660261154175
10,10,0.0,30,neuralmind/bert-base-portuguese-cased,0.5257955727940209,0.77,-0.06607342511415482
10,10,0.0,50,paraphrase-multilingual-mpnet-base-v2,0.0,0.793,0.0013599973171949387
10,10,0.0,50,neuralmind/bert-base-portuguese-cased,0.5483033401223582,0.826,-0.06837450712919235
10,10,0.1,2,paraphrase-multilingual-mpnet-base-v2,0.44237577254434424,0.875,0.14208386838436127
10,10,0.1,2,neuralmind/bert-base-portuguese-cased,0.44542227930289474,0.875,0.1107591986656189
10,10,0.1,3,paraphrase-multilingual-mpnet-base-v2,0.43649606639186733,0.7,0.06550610065460205
10,10,0.1,3,neuralmind/bert-base-portuguese-cased,0.42942796990220006,0.8,0.050442107021808624
10,10,0.1,4,paraphrase-multilingual-mpnet-base-v2,0.4579042559523885,0.6875,0.06905321031808853
10,10,0.1,4,neuralmind/bert-base-portuguese-cased,0.4707768001779244,0.7625,-0.008208436891436577
10,10,0.1,5,paraphrase-multilingual-mpnet-base-v2,0.49324774468252713,0.71,0.06165503337979317
10,10,0.1,5,neuralmind/bert-base-portuguese-cased,0.4829501474647291,0.7,-0.03226755931973457
10,10,0.1,10,paraphrase-multilingual-mpnet-base-v2,0.5237362417097574,0.665,0.034183744341135025
10,10,0.1,10,neuralmind/bert-base-portuguese-cased,0.5561673032462775,0.705,-0.03475218638777733
10,10,0.1,20,paraphrase-multilingual-mpnet-base-v2,0.5262735465066125,0.7,0.019244112074375153
10,10,0.1,20,neuralmind/bert-base-portuguese-cased,0.5325163839717975,0.7475,-0.054021790623664856
10,10,0.1,30,paraphrase-multilingual-mpnet-base-v2,0.5043179094867454,0.71,0.015570549294352531
10,10,0.1,30,neuralmind/bert-base-portuguese-cased,0.5115743865481903,0.7833333333333333,-0.06434234976768494
10,10,0.1,50,paraphrase-multilingual-mpnet-base-v2,0.0,0.779,0.009400487877428532
10,10,0.1,50,neuralmind/bert-base-portuguese-cased,0.0,0.8,-0.06659785658121109
10,10,0.5,2,paraphrase-multilingual-mpnet-base-v2,0.43963971841896443,0.85,0.14509648084640503
10,10,0.5,2,neuralmind/bert-base-portuguese-cased,0.4468461870606092,0.875,0.12475471943616867
10,10,0.5,3,paraphrase-multilingual-mpnet-base-v2,0.47796430992066985,0.8166666666666667,0.11991507560014725
10,10,0.5,3,neuralmind/bert-base-portuguese-cased,0.48245345838762305,0.7833333333333333,0.007583907805383205
10,10,0.5,4,paraphrase-multilingual-mpnet-base-v2,0.4579351117064181,0.6875,0.08172282576560974
10,10,0.5,4,neuralmind/bert-base-portuguese-cased,0.5400623189167679,0.775,0.03933271765708923
10,10,0.5,5,paraphrase-multilingual-mpnet-base-v2,0.49928646439321217,0.7,0.06575717031955719
10,10,0.5,5,neuralmind/bert-base-portuguese-cased,0.4657251646460033,0.72,-0.010431048460304737
10,10,0.5,10,paraphrase-multilingual-mpnet-base-v2,0.5061910973598883,0.63,0.04008454829454422
10,10,0.5,10,neuralmind/bert-base-portuguese-cased,0.5383408056844837,0.665,-0.06485360115766525
10,10,0.5,20,paraphrase-multilingual-mpnet-base-v2,0.515684161808661,0.665,0.0228654146194458
10,10,0.5,20,neuralmind/bert-base-portuguese-cased,0.5613621567420947,0.685,-0.05026429146528244
10,10,0.5,30,paraphrase-multilingual-mpnet-base-v2,0.4928024709784473,0.7116666666666667,0.017115596681833267
10,10,0.5,30,neuralmind/bert-base-portuguese-cased,0.5073779714138534,0.7083333333333334,-0.06079598888754845
10,10,0.5,50,paraphrase-multilingual-mpnet-base-v2,0.46939158751460985,0.771,0.010692385956645012
10,10,0.5,50,neuralmind/bert-base-portuguese-cased,0.5207710473590008,0.791,-0.061510659754276276
20,5,0.0,2,paraphrase-multilingual-mpnet-base-v2,0.4433558133326172,0.875,0.13956214487552643
20,5,0.0,2,neuralmind/bert-base-portuguese-cased,0.44542227930289474,0.875,0.10840390622615814
20,5,0.0,3,paraphrase-multilingual-mpnet-base-v2,0.4424967402169158,0.7166666666666667,0.061744946986436844
20,5,0.0,3,neuralmind/bert-base-portuguese-cased,0.45226575477479614,0.7833333333333333,-0.016590788960456848
20,5,0.0,4,paraphrase-multilingual-mpnet-base-v2,0.4530052111072879,0.675,0.06837876886129379
20,5,0.0,4,neuralmind/bert-base-portuguese-cased,0.4688191189226,0.7625,-0.00972197949886322
20,5,0.0,5,paraphrase-multilingual-mpnet-base-v2,0.4741753048690076,0.67,0.07223303616046906
20,5,0.0,5,neuralmind/bert-base-portuguese-cased,0.50572620951327,0.78,-0.017678886651992798
20,5,0.0,10,paraphrase-multilingual-mpnet-base-v2,0.5158133199230404,0.64,0.046375080943107605
20,5,0.0,10,neuralmind/bert-base-portuguese-cased,0.5250774567179726,0.705,-0.03351975977420807
20,5,0.0,20,paraphrase-multilingual-mpnet-base-v2,0.46324809747911466,0.6225,0.019521376118063927
20,5,0.0,20,neuralmind/bert-base-portuguese-cased,0.5143349859082627,0.635,-0.08168447762727737
20,5,0.0,30,paraphrase-multilingual-mpnet-base-v2,0.48244102315979404,0.6816666666666666,0.013324743136763573
20,5,0.0,30,neuralmind/bert-base-portuguese-cased,0.53260858430356,0.7433333333333333,-0.05867975950241089
20,5,0.0,50,paraphrase-multilingual-mpnet-base-v2,0.0,0.796,0.007762154098600149
20,5,0.0,50,neuralmind/bert-base-portuguese-cased,0.50136642485522,0.802,-0.06334751099348068
20,5,0.1,2,paraphrase-multilingual-mpnet-base-v2,0.4461716375647099,0.85,0.14613907039165497
20,5,0.1,2,neuralmind/bert-base-portuguese-cased,0.44542227930289474,0.875,0.11466667801141739
20,5,0.1,3,paraphrase-multilingual-mpnet-base-v2,0.44011747253283257,0.7,0.09798744320869446
20,5,0.1,3,neuralmind/bert-base-portuguese-cased,0.46837412872775247,0.8166666666666667,0.00026628203340806067
20,5,0.1,4,paraphrase-multilingual-mpnet-base-v2,0.4533131418869325,0.6875,0.07117947936058044
20,5,0.1,4,neuralmind/bert-base-portuguese-cased,0.4737931321935587,0.775,-0.001471945783123374
20,5,0.1,5,paraphrase-multilingual-mpnet-base-v2,0.4759492239816689,0.67,0.0762033686041832
20,5,0.1,5,neuralmind/bert-base-portuguese-cased,0.49722607145751213,0.7,-0.028597837314009666
20,5,0.1,10,paraphrase-multilingual-mpnet-base-v2,0.501160213127953,0.625,0.04000154882669449
20,5,0.1,10,neuralmind/bert-base-portuguese-cased,0.5196559634490263,0.67,-0.049342893064022064
20,5,0.1,20,paraphrase-multilingual-mpnet-base-v2,0.4761444754786267,0.6475,0.022550145164132118
20,5,0.1,20,neuralmind/bert-base-portuguese-cased,0.5608633091185334,0.675,-0.056171584874391556
20,5,0.1,30,paraphrase-multilingual-mpnet-base-v2,0.4795979464238841,0.6833333333333333,0.011642629280686378
20,5,0.1,30,neuralmind/bert-base-portuguese-cased,0.5323070561715542,0.745,-0.057119958102703094
20,5,0.1,50,paraphrase-multilingual-mpnet-base-v2,0.0,0.794,0.012723023071885109
20,5,0.1,50,neuralmind/bert-base-portuguese-cased,0.0,0.807,-0.05843329429626465
20,5,0.5,2,paraphrase-multilingual-mpnet-base-v2,0.43963971841896443,0.85,0.1465422809123993
20,5,0.5,2,neuralmind/bert-base-portuguese-cased,0.4468461870606092,0.875,0.1252201497554779
20,5,0.5,3,paraphrase-multilingual-mpnet-base-v2,0.42387418944730704,0.7,0.09880858659744263
20,5,0.5,3,neuralmind/bert-base-portuguese-cased,0.4812539163701674,0.8,0.012975659221410751
20,5,0.5,4,paraphrase-multilingual-mpnet-base-v2,0.45435941367755883,0.6875,0.08542872220277786
20,5,0.5,4,neuralmind/bert-base-portuguese-cased,0.47428859896772385,0.7625,0.005118544213473797
20,5,0.5,5,paraphrase-multilingual-mpnet-base-v2,0.4783272450000243,0.66,0.08407546579837799
20,5,0.5,5,neuralmind/bert-base-portuguese-cased,0.5144058823728924,0.7,-0.023071426898241043
20,5,0.5,10,paraphrase-multilingual-mpnet-base-v2,0.4980828315151015,0.61,0.04215139150619507
20,5,0.5,10,neuralmind/bert-base-portuguese-cased,0.5246187157444616,0.685,-0.05816466361284256
20,5,0.5,20,paraphrase-multilingual-mpnet-base-v2,0.4738245921934416,0.6825,0.02792450040578842
20,5,0.5,20,neuralmind/bert-base-portuguese-cased,0.5776620123051243,0.7,-0.04667764529585838
20,5,0.5,30,paraphrase-multilingual-mpnet-base-v2,0.48271553413133694,0.655,0.013298301957547665
20,5,0.5,30,neuralmind/bert-base-portuguese-cased,0.5059401550078306,0.7083333333333334,-0.055862586945295334
20,5,0.5,50,paraphrase-multilingual-mpnet-base-v2,0.46716294156640886,0.774,0.013586720451712608
20,5,0.5,50,neuralmind/bert-base-portuguese-cased,0.0,0.796,-0.059358421713113785
20,10,0.0,2,paraphrase-multilingual-mpnet-base-v2,0.4433558133326172,0.875,0.13825497031211853
20,10,0.0,2,neuralmind/bert-base-portuguese-cased,0.44542227930289474,0.875,0.10877345502376556
20,10,0.0,3,paraphrase-multilingual-mpnet-base-v2,0.42002897122566885,0.7166666666666667,0.0987623929977417
20,10,0.0,3,neuralmind/bert-base-portuguese-cased,0.4266905423699323,0.8,0.04943016171455383
20,10,0.0,4,paraphrase-multilingual-mpnet-base-v2,0.45132719087707107,0.6875,0.06922499090433121
20,10,0.0,4,neuralmind/bert-base-portuguese-cased,0.45635401135810716,0.75,-0.010574936866760254
20,10,0.0,5,paraphrase-multilingual-mpnet-base-v2,0.4741753048690076,0.67,0.07486497610807419
20,10,0.0,5,neuralmind/bert-base-portuguese-cased,0.48922046564294047,0.7,-0.034249864518642426
20,10,0.0,10,paraphrase-multilingual-mpnet-base-v2,0.48927962055594076,0.67,0.06240694597363472
20,10,0.0,10,neuralmind/bert-base-portuguese-cased,0.5200060997212224,0.7,-0.03692086040973663
20,10,0.0,20,paraphrase-multilingual-mpnet-base-v2,0.49006096979431424,0.68,0.026657920330762863
20,10,0.0,20,neuralmind/bert-base-portuguese-cased,0.5390148887566093,0.6675,-0.05309440940618515
20,10,0.0,30,paraphrase-multilingual-mpnet-base-v2,0.4880255300450559,0.7083333333333334,0.01597248576581478
20,10,0.0,30,neuralmind/bert-base-portuguese-cased,0.5164592401327831,0.7366666666666667,-0.06267420202493668
20,10,0.0,50,paraphrase-multilingual-mpnet-base-v2,0.0,0.793,0.009390807710587978
20,10,0.0,50,neuralmind/bert-base-portuguese-cased,0.0,0.806,-0.05961322784423828
20,10,0.1,2,paraphrase-multilingual-mpnet-base-v2,0.4461716375647099,0.85,0.14655852317810059
20,10,0.1,2,neuralmind/bert-base-portuguese-cased,0.44542227930289474,0.875,0.11534062772989273
20,10,0.1,3,paraphrase-multilingual-mpnet-base-v2,0.44056527840970067,0.7166666666666667,0.06914403289556503
20,10,0.1,3,neuralmind/bert-base-portuguese-cased,0.47437019340126646,0.8333333333333334,0.00015808301395736635
20,10,0.1,4,paraphrase-multilingual-mpnet-base-v2,0.4514365160514727,0.6875,0.07121074944734573
20,10,0.1,4,neuralmind/bert-base-portuguese-cased,0.4765602140216479,0.775,-0.01887678913772106
20,10,0.1,5,paraphrase-multilingual-mpnet-base-v2,0.4956135667377433,0.7,0.06153169646859169
20,10,0.1,5,neuralmind/bert-base-portuguese-cased,0.48952544183190466,0.74,-0.017517762258648872
20,10,0.1,10,paraphrase-multilingual-mpnet-base-v2,0.489708198149319,0.67,0.0628613606095314
20,10,0.1,10,neuralmind/bert-base-portuguese-cased,0.5335971966260867,0.68,-0.044967636466026306
20,10,0.1,20,paraphrase-multilingual-mpnet-base-v2,0.5075253847117085,0.6625,0.020051416009664536
20,10,0.1,20,neuralmind/bert-base-portuguese-cased,0.5384005836407437,0.7325,-0.048859745264053345
20,10,0.1,30,paraphrase-multilingual-mpnet-base-v2,0.476192263660508,0.6766666666666666,0.018111469224095345
20,10,0.1,30,neuralmind/bert-base-portuguese-cased,0.5202826564214802,0.7366666666666667,-0.056365810334682465
20,10,0.1,50,paraphrase-multilingual-mpnet-base-v2,0.4903565323783042,0.787,0.013405161909759045
20,10,0.1,50,neuralmind/bert-base-portuguese-cased,0.5119503292512327,0.806,-0.05805669724941254
20,10,0.5,2,paraphrase-multilingual-mpnet-base-v2,0.43963971841896443,0.85,0.14570221304893494
20,10,0.5,2,neuralmind/bert-base-portuguese-cased,0.4468461870606092,0.875,0.12386811524629593
20,10,0.5,3,paraphrase-multilingual-mpnet-base-v2,0.4197893343847762,0.7,0.09912931174039841
20,10,0.5,3,neuralmind/bert-base-portuguese-cased,0.47172685364969996,0.8,0.013682928867638111
20,10,0.5,4,paraphrase-multilingual-mpnet-base-v2,0.4648797503549532,0.6625,0.08634469658136368
20,10,0.5,4,neuralmind/bert-base-portuguese-cased,0.48699373831571385,0.7875,0.0031677025835961103
20,10,0.5,5,paraphrase-multilingual-mpnet-base-v2,0.4881888228902378,0.67,0.0852704644203186
20,10,0.5,5,neuralmind/bert-base-portuguese-cased,0.49708959945182374,0.74,-0.007311954628676176
20,10,0.5,10,paraphrase-multilingual-mpnet-base-v2,0.4972495186599087,0.62,0.04659828171133995
20,10,0.5,10,neuralmind/bert-base-portuguese-cased,0.5391274302478515,0.665,-0.04595944285392761
20,10,0.5,20,paraphrase-multilingual-mpnet-base-v2,0.4968474908072965,0.63,0.02487269975244999
20,10,0.5,20,neuralmind/bert-base-portuguese-cased,0.5001527594356888,0.735,-0.04300760105252266
20,10,0.5,30,paraphrase-multilingual-mpnet-base-v2,0.4997022027614123,0.6716666666666666,0.022814936935901642
20,10,0.5,30,neuralmind/bert-base-portuguese-cased,0.5431883556499528,0.72,-0.05353391543030739
20,10,0.5,50,paraphrase-multilingual-mpnet-base-v2,0.4689519628838656,0.777,0.016221260651946068
20,10,0.5,50,neuralmind/bert-base-portuguese-cased,0.5201973676092626,0.794,-0.058590661734342575
